old_url,new_url,redirect_type,traffic,impressions,source,notes
https://fesagency.pt/new/projects/eneg-2021-by-apda/,/projects/eneg-2021-by-apda/,301,0,62,GSC-Performance,"Legacy 'new/' prefix duplicate, matches live project slug 'eneg-2021-by-apda'."
https://fesagency.pt/new/projects/euvc/,/projects/euvc/,301,0,30,GSC-Performance,"Legacy 'new/' prefix duplicate, matches live project slug 'euvc'."
https://fesagency.pt/new/projects/guide-porto-start-scale/,/projects/guide-porto-start-scale/,301,0,1,GSC-Performance,"Legacy 'new/' prefix duplicate, matches live project slug 'guide-porto-start-scale'."
https://fesagency.pt/new/projects/hypelabs/,/projects/hypelabs/,301,0,76,GSC-Performance,"Legacy 'new/' prefix duplicate, matches live project slug 'hypelabs'."
https://fesagency.pt/new/projects/infraspeak-ifm-tour-2022/,/projects/infraspeak-ifm-tour-2022/,301,0,7,GSC-Performance,"Legacy 'new/' prefix duplicate, matches live project slug 'infraspeak-ifm-tour-2022'."
https://fesagency.pt/new/projects/isssp-digital-actions/,/projects/isssp-digital-actions/,301,0,3,GSC-Performance,"Legacy 'new/' prefix duplicate, matches live project slug 'isssp-digital-actions'."
https://fesagency.pt/new/projects/loqr/,/projects/loqr/,301,0,31,GSC-Performance,"Legacy 'new/' prefix duplicate, matches live project slug 'loqr'."
https://fesagency.pt/new/projects/made-magazine-with-investamarante/,/projects/made-magazine-with-investamarante/,301,0,4,GSC-Performance,"Legacy 'new/' prefix duplicate, matches live project slug 'made-magazine-with-investamarante'."
https://fesagency.pt/new/projects/movimento-transformers-digital-actions/,NEEDS MANUAL REVIEW,manual-review,0,3,GSC-Performance,"No matching '/en/projects/movimento-transformers-digital-actions/' found in the current crawl/index — can't confirm this project case study still exists under that name. Best guess: /projects/ hub, but confirm before mapping specifically."
https://fesagency.pt/new/projects/movimento-transformers-public-relations/,NEEDS MANUAL REVIEW,manual-review,0,4,GSC-Performance,"No matching '/en/projects/movimento-transformers-public-relations/' found in the current crawl/index — can't confirm this project case study still exists under that name. Best guess: /projects/ hub, but confirm before mapping specifically."
https://fesagency.pt/new/projects/natixis-open-day-lx-edition/,NEEDS MANUAL REVIEW,manual-review,0,16,GSC-Performance,"No matching '/en/projects/natixis-open-day-lx-edition/' found in the current crawl/index — can't confirm this project case study still exists under that name. Best guess: /projects/ hub, but confirm before mapping specifically."
https://fesagency.pt/new/projects/natixis/,/projects/natixis/,301,0,28,GSC-Performance,"Legacy 'new/' prefix duplicate, matches live project slug 'natixis'."
https://fesagency.pt/new/projects/nbanks/,/projects/nbanks/,301,0,25,GSC-Performance,"Legacy 'new/' prefix duplicate, matches live project slug 'nbanks'."
https://fesagency.pt/new/projects/porto-energy-hub/,/projects/porto-energy-hub/,301,0,2,GSC-Performance,"Legacy 'new/' prefix duplicate, matches live project slug 'porto-energy-hub'."
https://fesagency.pt/new/projects/pwit-x-edp-booklet/,/projects/pwit-x-edp-booklet/,301,0,61,GSC-Performance,"Legacy 'new/' prefix duplicate, matches live project slug 'pwit-x-edp-booklet'."
https://fesagency.pt/new/projects/scaleup-porto/,/projects/scaleup-porto/,301,1,28,GSC-Performance,"Legacy 'new/' prefix duplicate, matches live project slug 'scaleup-porto'."
https://fesagency.pt/new/projects/unsettled/,/projects/unsettled/,301,0,1,GSC-Performance,"Legacy 'new/' prefix duplicate, matches live project slug 'unsettled'."
https://fesagency.pt/new/projects/viz-ai-team-building/,NEEDS MANUAL REVIEW,manual-review,1,56,GSC-Performance,"No matching '/en/projects/viz-ai-team-building/' found in the current crawl/index — can't confirm this project case study still exists under that name. Best guess: /projects/ hub, but confirm before mapping specifically."
https://fesagency.pt/new/resources/blog/conversas-sobre-comunicacao-podcast-highlights-to-retain-and-learn-from/,/resources/,301,0,6,GSC-Performance,"Low-traffic resources content, bucketed to hub per Phase 0A rule. Part of the legacy '/new/' URL cluster — see batch note."
https://fesagency.pt/new/resources/blog/how-to-create-a-pr-strategy-based-on-podcasts/,/resources/,301,0,2,GSC-Performance,"Low-traffic resources content, bucketed to hub per Phase 0A rule. Part of the legacy '/new/' URL cluster — see batch note."
https://fesagency.pt/new/resources/blog/how-to-work-abroad-efficiently/,/resources/,301,0,26,GSC-Performance,"Low-traffic resources content, bucketed to hub per Phase 0A rule. Part of the legacy '/new/' URL cluster — see batch note."
https://fesagency.pt/new/resources/blog/inclusion-and-participation/,/resources/,301,0,9,GSC-Performance,"Low-traffic resources content, bucketed to hub per Phase 0A rule. Part of the legacy '/new/' URL cluster — see batch note."
https://fesagency.pt/new/resources/blog/month-2-interviews-and-recap/,/resources/,301,0,5,GSC-Performance,"Low-traffic resources content, bucketed to hub per Phase 0A rule. Part of the legacy '/new/' URL cluster — see batch note."
https://fesagency.pt/new/resources/blog/top-5-tech-events-not-to-miss-in-portugal/,/resources/,301,0,55,GSC-Performance,"Low-traffic resources content, bucketed to hub per Phase 0A rule. Part of the legacy '/new/' URL cluster — see batch note."
https://fesagency.pt/new/resources/playbooks/digital-marketing-playbook/,/resources/,301,0,1,GSC-Performance,"Low-traffic resources content, bucketed to hub per Phase 0A rule. Part of the legacy '/new/' URL cluster — see batch note."
https://fesagency.pt/new/services/,/systems/,301,1,20,GSC-Performance,"Old Services page/subpage — content now folded into Systems (lead-gen hub). No specific Systems sub-page slugs are named yet, so mapped to the hub; re-point to a specific system page once naming lands."
https://fesagency.pt/pt-pt/,/,301,399,14219,GSC-Performance; GSC-Coverage,PT homepage — highest-traffic PT URL (399 clicks/14219 impr). PT returns in Phase 2 via Astro i18n; redirects to EN root at launch.
https://fesagency.pt/pt-pt/contactos/,/contact/,301,1,180,GSC-Performance; GSC-Coverage,Contact page — URL simplifies to /contact/ regardless of legacy slug/locale.
https://fesagency.pt/pt-pt/projects/,/projects/,301,0,22,GSC-Performance; GSC-Coverage,Projects hub page.
https://fesagency.pt/pt-pt/projects/services/creative-solutions-pt-pt/,/systems/,301,,,GSC-Coverage,"Old Services page/subpage — content now folded into Systems (lead-gen hub). No specific Systems sub-page slugs are named yet, so mapped to the hub; re-point to a specific system page once naming lands."
https://fesagency.pt/pt-pt/projects/services/digital-marketing-pt-pt/,/systems/,301,1,27,GSC-Performance,"Old Services page/subpage — content now folded into Systems (lead-gen hub). No specific Systems sub-page slugs are named yet, so mapped to the hub; re-point to a specific system page once naming lands."
https://fesagency.pt/pt-pt/projects/services/public-relations-pt-pt/,/systems/,301,0,1,GSC-Performance; GSC-Coverage,"Old Services page/subpage — content now folded into Systems (lead-gen hub). No specific Systems sub-page slugs are named yet, so mapped to the hub; re-point to a specific system page once naming lands."
https://fesagency.pt/pt-pt/resources/,/resources/,301,0,105,GSC-Performance; GSC-Coverage,"Low-traffic resources content, bucketed to hub per Phase 0A rule."
https://fesagency.pt/pt-pt/resources/blog-pt-pt/2023-um-ano-de-desafios-o-ponto-de-viragem/,/resources/,301,0,17,GSC-Performance; GSC-Coverage,"Low-traffic resources content, bucketed to hub per Phase 0A rule."
https://fesagency.pt/pt-pt/resources/blog-pt-pt/fes-agency-em-diferentes-ecossistemas-como-impulsionamos-o-crescimento-das-startups-em-braga-porto-e-lisboa/,/resources/,301,1,22,GSC-Performance,"Low-traffic resources content, bucketed to hub per Phase 0A rule."
https://fesagency.pt/pt-pt/resources/blog-pt-pt/fes-agency-sim-conference/,NEEDS MANUAL REVIEW,manual-review,2,309,GSC-Performance; GSC-Coverage,"Non-trivial traffic (2 clicks / 309 impr) for a /resources/ page being folded into the generic hub — needs a specific target, not auto-mapped to /resources/. EN equivalent /en/resources/blog/fes-agency-sim-conference/ is trivial (0c/5i); this PT URL carries the real traffic (2c/309i)."
https://fesagency.pt/pt-pt/resources/blog-pt-pt/onde-expor-employer-brand-7-locais-estrategicos/,/resources/,301,0,50,GSC-Performance; GSC-Coverage,"Low-traffic resources content, bucketed to hub per Phase 0A rule."
https://fesagency.pt/pt-pt/resources/blog-pt-pt/startups-razoes-investir-relacoes-publicas/,/resources/,301,0,213,GSC-Performance; GSC-Coverage,"Low-traffic resources content, bucketed to hub per Phase 0A rule."
https://fesagency.pt/pt-pt/resources/blog-pt-pt/taticas-relacoes-publicas-para-impulsionar-negocio/,NEEDS MANUAL REVIEW,manual-review,34,1720,GSC-Performance; GSC-Coverage,"Non-trivial traffic (34 clicks / 1720 impr) for a /resources/ page being folded into the generic hub — needs a specific target, not auto-mapped to /resources/. Likely the PT edition of /en/resources/blog/effective-pr-tactics-for-business-growth/ (0c/375i) — but this PT URL alone (34c/1720i) is the single highest-traffic CONTENT page in the whole dataset after both homepages. Do not fold into a generic hub redirect; needs its own considered target (or a real PT article in Phase 2)."
https://fesagency.pt/pt-pt/resources/playbooks-pt-pt/copywriting-101-playbook/,/resources/,301,,,GSC-Coverage,"Low-traffic resources content, bucketed to hub per Phase 0A rule."
https://fesagency.pt/pt-pt/resources/playbooks-pt-pt/press-playbook/,/resources/,301,0,1,GSC-Performance; GSC-Coverage,"Low-traffic resources content, bucketed to hub per Phase 0A rule."
https://fesagency.pt/wp-content/uploads/2022/11/FES_project_euvc3.jpg,N/A,n/a,0,1,GSC-Performance,"Media asset (image), not a page. Not a URL-redirect candidate — handle via image re-upload in Phase 1 content migration."
https://ptwebsummit2019.fesagency.pt/,NEEDS MANUAL REVIEW,manual-review,0,2,GSC-Performance,"One-off event microsite on its own subdomain (Web Summit 2019), 0 clicks/2 impr. Confirm whether this subdomain is still owned/needed before deciding to redirect or abandon."
